,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
183,0.30354264,-0.071830876,0.086730964,0.12668492,0.18826976,0.08074305,0.12545627,-0.23801467,0.16220935,-0.25504437,-0.38715568,-0.04043886,-0.07955402,-0.20230156,-0.09224556,-0.0988356,0.23796993,-0.2401322,-0.05733694,-0.3885613,-0.10058625,-0.28828618,-0.025031734,-0.20415497,0.05668844,0.12751943,-0.0971677,-0.02154864,-0.1495332,-0.16041182,0.12610553,-0.30114764,-0.16605982,0.01933903,-0.13130164,0.2800738,-0.0023282017,0.16616,-0.14464806,0.29029918,-0.09756277,-0.26934347,0.12011872,-0.11825095,0.12082284,-0.27566534,-0.21694398,-0.17531727,0.0020918031,0.16952524,-0.24368583,-0.07765087,-0.20820339,-0.13415316,0.09094606,0.11750992,0.12988193,-0.044840112,-0.0063241273,0.38485357,-0.14296526,-0.012742038,-0.051377226,0.24898645
64,0.06850474,-0.20002566,-0.28951126,-0.14527045,0.04930524,-0.11750373,0.096676685,-0.031606838,0.25639373,0.042130798,-0.30298585,-0.048763394,-0.25259936,0.23626119,-0.11410196,-0.13796553,0.026251042,-0.3427508,0.05123918,-0.39673647,0.30193454,0.08939306,-0.017710889,-0.33689547,0.1926122,0.08289432,0.14964701,0.21683738,-0.07092806,-0.40682283,-0.15399061,-0.4233425,-0.24884227,0.25893703,-0.30330828,0.31003016,0.011388844,-0.23479298,0.61675334,-0.11776622,0.19737618,-0.12382303,-0.19718674,0.06282184,-0.06388097,-0.27540722,-0.48065513,-0.08143008,-0.122133434,0.06204956,-0.12028459,0.10280227,0.28412852,-0.06529355,0.1362163,0.05064454,-0.09296216,-0.0071233935,-0.041345138,-0.0066481787,0.097248405,0.032640707,-0.21445023,0.17006214
249,0.07930052,0.14254074,0.26864973,-0.16731773,0.010506665,-0.06960583,-0.16740106,0.006774277,0.2554595,-0.15551217,-0.077862054,-0.047225993,-0.12559387,0.1924605,-0.08817112,-0.014795531,0.000446303,-0.4791792,-0.0018456139,-0.30427402,-0.19813973,0.035431094,0.12857074,0.02291987,0.13816865,0.19197765,0.22106731,0.015517359,0.0884343,0.09103942,0.16607486,-0.2092656,0.10370082,0.0009930059,0.12927553,0.15914348,0.070516594,0.053351097,-0.11089428,0.18986174,-0.41239807,-0.1421963,-0.17448056,0.07885976,0.085911386,-0.025129301,-0.10412249,0.26081574,-0.0051218704,-0.007802048,-0.1880933,-0.29320446,-0.16916251,0.028046556,0.16879284,0.00073734066,-0.06947365,0.24761856,0.15283115,0.17547156,0.12283096,0.10063615,-0.16310386,0.28226689
129,0.13964377,0.04521515,0.21755895,-0.18866985,0.2012485,-0.13926375,-0.0759185,-0.31695336,0.17289801,-0.3672792,-0.12297999,0.13700987,0.10038969,0.03432615,-0.35728425,0.03443994,0.2144027,0.030808732,-0.030574648,-0.19910051,-0.16055411,-0.29082596,0.34041703,-0.077335745,0.13400799,0.13985781,-0.1458984,0.053194236,-0.37199256,-0.27929235,-0.017090188,-0.24715151,-0.15105833,0.035195455,-0.10850571,0.24599189,-0.18190603,0.14462431,0.028720526,0.18664883,-0.02719339,0.1084479,-0.027755102,-0.16299811,0.07109466,0.0431771,0.014050676,-0.1373426,0.11089931,-0.03393027,-0.31273955,-0.25887775,-0.24923888,-0.2721905,0.008731306,0.08638949,-0.25703496,0.0385739,0.03318049,0.27796596,0.08065732,0.04443845,-0.17052598,0.41730246
533,0.28912377,-0.41245875,0.031729158,-0.2526842,-0.046374876,-0.4160028,0.16231386,0.14299747,0.2647143,-0.10598097,-0.29744074,0.24605587,-0.22316533,0.2277923,-0.13459992,-0.26210847,0.30815926,-0.0893822,-0.1115227,-0.33759752,-0.27919522,-0.11651914,0.02929222,0.06956849,0.058557287,0.2947581,0.16279082,-0.28406176,0.22484678,0.015786787,-0.03791652,-0.14967681,-0.5048461,-0.18593596,0.22728936,-0.020968258,0.0774585,0.029193182,-0.15883742,0.03577538,-0.027937602,0.2127624,0.1483697,-0.27157363,0.28152543,0.05967508,-0.18810183,-0.19276156,0.007272309,0.08619388,-0.27138355,-0.43251824,0.25014457,-0.10370068,-0.2242307,0.31439695,-0.26423344,0.068480015,0.2705514,0.3128211,0.098936126,0.18316838,-0.13012916,0.023263507
211,0.39029658,0.07953129,0.25103617,-0.0017948638,0.11943447,0.046307933,0.1648852,-0.14829992,0.16917372,-0.07719417,-0.084892645,-0.29470935,-0.26158145,-0.029265728,0.10380868,-0.2384423,-0.037805248,-0.0475574,-0.12365077,-0.09828856,-0.02660072,-0.11400697,0.27534047,-0.085492544,0.17973149,0.24553137,0.22341508,0.15594374,-0.16024786,-0.2756102,0.17440073,-0.052503802,0.083054155,-0.14605296,0.46949244,0.06876673,-0.19992508,0.31926274,0.05691262,-0.0654931,-0.067352705,-0.66020846,0.04041296,0.08673753,-0.22007936,-0.44703257,-0.034123637,0.52062494,0.057088554,-0.049524687,-0.2637336,-0.2710928,0.21247917,-0.026541555,-0.13577116,-0.039870147,-0.20378862,0.08962903,-0.12411363,-0.09293532,0.22477043,0.015834337,0.008403495,0.29285458
377,-0.07988969,0.3765099,0.34117123,0.28757063,-0.14910036,0.051667698,-0.29385272,0.019647546,0.3971942,0.03387604,-0.02328331,-0.12467193,0.027576279,-0.006314578,-0.32629275,-0.12172165,0.1700005,-0.18104911,0.23324619,-0.16670938,-0.10222872,-0.22132082,0.082389854,0.11909024,0.103707686,0.30251598,-0.045158092,-0.30417907,-0.32524955,-0.023559924,0.31189847,-0.23731226,-0.10144317,0.12506731,0.14074752,-0.19718236,-0.37634513,-0.03200823,0.34381896,-0.22542155,0.25011316,0.0148449885,-0.18223196,6.63635e-05,-0.052736063,-0.35255554,-0.38430035,-0.3666582,0.30925292,-0.25740257,-0.059405513,-0.04244228,-0.075668424,-0.4427243,0.12167101,-0.25235915,-0.4507497,0.61959803,0.0890183,0.3828615,0.19020301,0.2541325,-0.43996173,0.27143154
128,0.2212172,0.11824113,0.27438375,-0.05854068,0.02086507,-0.1399393,-0.1752245,-0.11751476,0.04693678,-0.09122605,-0.2979793,-0.060442176,-0.08729899,0.22956863,-0.36500227,0.018856997,0.07164417,-0.15678203,0.22797461,-0.14369759,-0.18618213,0.06480696,0.08821042,0.08740484,0.046497125,0.21928746,-0.0150510175,0.055765215,-0.30408344,-0.095894836,0.111182876,-0.021272248,-0.2651548,0.18608545,-0.07132525,-0.0044269226,-0.018066809,0.048916172,0.017411893,0.2382626,-0.14222476,-0.20496896,-0.43813252,-0.06869751,0.14215492,-0.4733151,-0.15938026,-0.33345664,-0.21207003,0.08869232,-0.095467046,-0.2629855,0.017433746,-0.17358516,0.07275834,-0.36260596,-0.12051525,-0.08745882,-0.063818984,0.17790729,-0.08526912,0.15030345,-0.16209127,0.047366884
105,-0.07951321,0.23928216,0.004547757,0.06383984,-0.09532499,0.0015742349,-0.17333154,0.12350889,0.21984418,-0.11230334,-0.31095374,0.19765809,-0.16252074,0.31854853,0.060720358,-0.22495908,-0.042902775,-0.21595822,0.17124222,-0.34176248,-0.15783808,-0.06868348,0.12072377,-0.05393369,-0.06443513,0.12292819,0.44266245,0.02715055,0.05799671,-0.22603236,0.21009068,-0.30777445,-0.05140655,0.16946483,-0.056216553,0.13945349,0.02474533,-0.020332752,-0.037046198,0.08687691,-0.29934976,-0.02401884,-0.017542839,0.10425363,0.0010548291,-0.07572787,-0.10615878,0.062205024,-0.19883358,-0.14404084,-0.15705086,-0.43532184,-0.16582374,0.099115014,0.053610228,0.09039676,-0.087749235,0.008647529,0.11585424,0.15501475,0.031739164,0.11748336,-0.21145226,0.12511852
283,0.40338168,0.30995288,0.05925073,0.17008077,-0.0058742133,0.054687995,-0.18717137,0.2281968,0.2603042,-0.0005903903,-0.2058483,-0.003846496,-0.04950578,0.018848544,-0.1859553,-0.0749148,0.08499481,-0.2722765,-0.14728446,-0.28285342,-0.48218492,0.17816947,-0.17388217,0.23198164,0.094838805,0.37947515,0.12327537,0.16121085,-0.008461052,-0.12662628,0.04400701,-0.059023067,0.15960881,-0.12340096,0.06635133,-0.32550752,-0.2195135,-0.2693873,0.1896016,-0.061913144,-0.07046356,-0.03461424,-0.18019085,0.26662132,-0.010053974,-0.1289138,-0.151508,-0.13435826,0.031949345,-0.160183,-0.098270915,-0.042554908,-0.117712565,-0.08351402,-0.05909371,0.07805415,-0.23405905,-0.014558317,0.043365385,-0.16022879,0.17885035,-0.10641065,-0.39355695,0.30278274
106,0.23164976,0.24205579,0.23979364,-0.26530823,-0.16863963,0.24823211,-0.10448365,0.07345173,0.47363654,0.021868704,-0.04505718,0.06416138,-0.04895699,0.071070336,0.06425086,-0.037310183,0.019421136,-0.17030597,0.020888282,-0.14487678,-0.4856755,-0.17554286,0.08233309,-0.07360395,-0.07861687,-0.010678019,0.17777942,0.09915032,-0.0892514,0.23420647,-0.028006926,-0.083485685,0.19222596,-0.04693251,0.017951986,0.28690332,-0.06986074,0.10640845,0.14741017,-0.048163854,-0.31294528,-0.035764754,0.1350724,0.15026176,0.30696523,-0.34544337,-0.2886638,-0.19890378,-0.12039812,-0.28694627,0.07245641,-0.17325534,-0.06053019,-0.027994446,-0.12066184,0.105476886,-0.035277102,0.052811805,0.19393708,0.06906218,-0.23619102,0.011006298,-0.29264808,0.5124333
420,0.26745674,0.12634373,-0.018629547,0.13833658,0.1353092,-0.045496836,0.36171323,0.19140793,-0.09172777,0.077472754,-0.0741592,-0.18429427,-0.20624402,0.27778882,-0.11613254,0.17640987,0.24265881,-0.32908607,0.10406347,-0.18597049,-0.034633085,0.02583292,0.15327536,0.10833582,0.12058332,0.34462422,-0.027828243,-0.033687696,-0.31362978,0.21545647,0.28374353,-0.12729341,-0.22020118,0.35419458,0.10149412,0.2673744,-0.05871873,0.19721279,0.07392199,0.6371519,-0.31804332,0.08785547,-0.0886065,0.098979905,-0.21108292,-0.08661901,-0.24488899,0.037988912,-0.055509042,-0.17044206,-0.20156507,-0.05674643,-0.026139373,-0.08841134,-0.45166156,0.405311,-0.21320958,0.3056755,0.03420521,0.0007274181,0.0014946645,0.17051087,-0.16080691,-0.12513189
83,0.3517153,-0.06657924,0.24607147,0.24525267,0.31278417,0.27172104,-0.1502893,-0.106558174,0.27669492,-0.0566688,0.0017814828,0.019559907,-0.14859384,0.34488854,-0.062042657,-0.009337693,-0.382246,-0.07788984,-0.1491032,-0.25854358,-0.029376585,-0.20783474,-0.14871153,0.16910857,0.11703472,0.18726462,-0.14971247,0.08902344,-0.17202373,-0.14380178,0.079133466,0.040398743,0.07816785,-0.027674729,0.114236146,0.07698328,0.030519404,0.034589075,0.16432339,-0.023224974,-0.25938204,-0.09215595,-0.2708349,0.33822772,0.16206339,-0.05575417,-0.109632075,-0.0074527683,-0.2103357,-0.20461658,-0.24060737,-0.2865569,0.0020658833,0.1251881,-0.065920375,0.24959128,-0.08391847,0.012757549,0.2084741,0.10373348,0.19103347,-0.19455473,-0.34541464,0.012826054
114,0.3365614,0.090109184,-0.15888314,-0.0185183,-0.098555356,-0.22400337,0.101320036,0.14076988,0.14149846,0.14917043,-0.2916846,0.14503346,0.031109009,0.100595884,-0.10141731,-0.20061485,-0.11847016,-0.040344365,-0.14077447,-0.24111347,-0.6440505,-0.114957415,0.11768741,-0.035723053,0.1773469,0.23583715,0.056560617,0.23288539,-0.03790595,-0.19793274,0.092331626,-0.19581452,-0.17940454,-0.015508415,-0.023233507,0.075164,0.3384613,0.20492552,0.06306969,0.06064596,-0.11134975,-0.2593459,-0.19895889,0.08313499,-0.09126412,-0.056628395,0.16563737,-0.10769098,-0.02024033,-0.03619465,-0.36001977,0.12090227,-0.40704063,0.016165772,0.04205361,-0.23044783,-0.24575512,0.040986743,-0.16732213,0.04760017,-0.21191394,-0.0076308562,0.0037847196,-0.09887376
21,0.32295975,0.49394363,-0.12299421,-0.4014182,0.20969953,0.28022274,0.06496925,0.011494847,0.30377865,-0.07506234,-0.13895515,-0.17706463,-0.055497468,0.010371455,0.3041889,0.02761348,-0.04764879,-0.15474056,0.07428266,-0.06384557,-0.29587033,-0.24384199,0.23566708,0.3281087,-0.1645223,0.00829041,-0.11454959,0.12039196,-0.29763323,-0.22179195,0.15979612,0.0058496576,-0.18079048,0.08285141,0.042062584,0.10028909,0.28758672,0.09237007,-0.120257884,0.09931909,-0.3958524,0.006114484,-0.15008737,0.18681426,0.11908058,-0.21629515,-0.112823255,0.020246021,-0.2215184,-0.25327316,0.1518666,-0.22453672,0.05945264,-0.3150933,-0.14673346,0.12071939,-0.14074002,0.15998049,0.061567012,0.19979784,-0.20425853,0.0983379,-0.24880809,0.30845693
87,-0.10648794,-0.094876,0.21404521,-0.11398004,0.08099902,0.014062063,0.105578765,0.15552899,0.39699227,0.04847697,-0.0710941,0.09457751,-0.19621044,0.27992475,-0.16997723,-0.18709756,-0.01968181,0.10212751,0.015450467,-0.06402448,-0.18580407,0.008185966,-0.13416941,-0.0022873806,-0.023492107,0.30981153,-0.063059576,-0.098838195,0.110493645,-0.1718956,0.10140561,-0.22140478,0.15288226,0.25419903,0.07227878,0.10016673,0.10369551,0.11315199,0.12063444,0.2900973,-0.38793352,-0.15070932,-0.27855223,0.120559536,0.24172364,-0.06935116,-0.21120849,0.25526902,0.051499385,-0.18580621,-0.23149231,-0.5707639,-0.07972674,0.09045175,0.045986846,0.16008641,-0.095256574,-0.04327909,-0.071824506,-0.019470764,0.13574646,0.11977591,-0.17854597,0.20512635
142,0.041175988,0.085802585,-0.016565394,0.20073123,0.24436061,0.017011108,-0.16000919,-0.13078555,-0.079052396,0.035641935,-0.2874449,0.07734722,-0.11922734,0.13829023,-0.16040853,-0.19222997,0.30345494,-0.26401114,-0.15714787,-0.13699305,-0.1415036,-0.119585626,-0.027088577,0.115096234,0.45069334,0.07293485,0.056493938,0.15936631,0.07804346,0.05012071,0.19189046,-0.25539792,-0.03570753,0.27311572,0.24228269,0.024980953,0.10217839,-0.050319586,0.14931032,-0.058858167,-0.33287475,0.069442816,-0.045627173,0.06189959,0.2653237,-0.0032957706,-0.37415025,-0.029485188,0.04769876,-0.084511206,0.08212306,-0.29437578,0.07168617,0.10515766,0.09381121,0.3425601,-0.13928507,-0.068597965,0.18735005,-0.14363396,-0.005105922,-0.22107863,-0.1692023,0.3509866
282,0.25953484,0.12797008,-0.10362255,0.09190793,-0.0037196332,0.19543098,-0.109485194,0.108233295,0.22286625,0.038943555,-0.23535876,-0.05590058,-0.26339,-0.027523784,-0.120917745,-0.12820075,0.08462675,-0.37311143,0.14198662,-0.2605286,-0.1509368,-0.34114665,-0.40137511,0.11618586,0.39769968,0.047455996,-0.018616565,0.020860327,0.23851757,0.09798047,0.26965374,-0.2822647,-0.019024013,0.024285864,0.03208967,0.13360016,-0.014676382,-0.20199673,0.26205125,-0.10607691,-0.46498594,0.15255174,-0.017568836,0.10673158,0.28103736,-0.17585331,-0.22619762,-0.12871785,0.16553964,-0.2773692,0.07032111,-0.16519511,-0.08741174,0.1381101,-0.03883972,0.16496322,-0.2719173,-0.017485369,-0.054407496,-0.30097622,0.18375085,-0.05135406,0.14255165,0.1285873
333,0.16190302,0.23054367,-0.07026222,-0.2155733,-0.18178257,-0.23201424,-0.08811783,0.15013121,0.25279364,0.011495854,-0.35864046,0.20476165,0.11090807,0.24048832,0.14930943,-0.22621877,-0.3184716,-0.18308023,-0.22501469,-0.08225837,-0.6797855,-0.24573992,0.13606073,0.13507254,0.45888186,0.25400668,-0.19848399,-0.21123187,0.14178158,-0.18894777,0.309311,-0.24723397,0.018080853,0.008055356,-0.06852262,-0.013603601,0.089301474,0.30861706,0.06103599,0.15992081,0.015987221,-0.23326059,0.07445328,0.2749176,-0.07835648,0.10289945,-0.059332233,-0.10359263,0.028904846,-0.27678925,-0.23122077,-0.010638919,-0.09819563,-0.0240586,0.112668045,0.009075868,-0.071763575,0.2785672,-0.037610143,-0.082485944,0.04118944,-0.17500938,-0.1285612,-0.24105334
84,0.36835852,0.029893784,-0.3936005,-0.02833625,0.11596848,0.40665632,0.05484507,-0.3881212,0.003603018,0.32242873,-0.03499383,0.32252872,-0.10657695,0.4438272,0.16014466,-0.025903694,-0.3041506,-0.056006584,0.16728258,-0.50238377,-0.050199497,-0.35634854,0.2891877,0.2719947,0.1877774,0.50308305,-0.0405651,-0.11495421,-0.10996056,-0.08088887,-0.0240737,-0.29708728,-0.01982799,0.1836035,0.09885232,-0.108288586,-0.36574617,0.14713453,0.051185258,0.09197449,-0.15073244,-0.1358595,0.09577884,0.14117415,0.07651936,-0.042059578,0.030213295,0.021355236,0.2553223,-0.114245646,-0.13585472,-0.49442083,-0.1584809,-0.1774966,-0.33965135,0.20411353,0.049952168,0.19780664,0.29793507,-0.023401937,0.3856772,-0.49926725,0.17233017,-0.22298647
424,0.0528957,0.072382845,0.017689085,0.1540464,-0.014255272,0.1730681,0.08051879,0.112704016,0.24141805,-0.15940277,-0.06169319,-0.18845038,-0.28465623,-0.13248578,-0.112408645,0.21024361,-0.12956819,-0.15685536,-0.0765789,-0.37207073,-0.30094594,-0.11225526,0.0013919555,-0.08559299,0.4057133,-0.0014856393,0.23900214,0.19389093,-0.016558735,-0.13199972,0.3623863,-0.5298106,-0.032400317,0.044784103,0.45684958,0.101765856,0.27573434,-0.096571915,-0.0036926304,0.05339822,-0.13006559,0.0014887511,-0.017049327,-0.057898875,0.045326836,-0.019610593,-0.012924296,-0.16849273,-0.13136083,0.00036945616,-0.20166454,-0.17391303,0.07195413,-0.093688175,-0.010833932,0.362013,-0.3176267,-0.108721025,-0.05096851,-0.15404959,-0.09388477,0.09644372,-0.12141403,0.18464375
301,0.39544594,-0.20277329,0.11900846,0.1762061,-0.16905524,0.17498411,0.26197088,-0.03437946,0.13890725,0.45259506,-0.50953335,-0.35359934,-0.37733525,-0.0029251939,-0.06859777,0.05603473,-0.038568236,-0.04677597,-0.31165838,-0.28063965,0.23829798,-0.1355649,0.18198183,-0.043964453,0.24985616,-0.18061288,-0.08750881,-0.18330073,-0.03205317,0.016378941,0.10091066,0.032297507,-0.42823127,0.13126667,0.067665584,0.27020484,0.39483795,-0.09941381,0.17292798,-0.0129980175,-0.3877003,0.017831493,-0.08389696,0.2270477,-0.2381775,-0.4352502,-0.09893164,-0.2466581,0.2777354,-0.15684344,-0.08082269,-0.22282352,-0.28408018,0.13298608,0.018643675,0.14750075,-0.28879642,0.20749313,0.21665595,0.21673103,-0.19693278,0.17692542,-0.44111568,-0.5950155
